Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,,
POL40675143,Life,390840,254.3,2020-08-20,2024-07-09,Annually,Terminated,CUST86827517,,
POL89307610,Property,30323,1772.81,2020-11-29,2024-07-20,Monthly,Active,CUST79268365,,
POL60446512,Property,121529,1999.22,2015-02-25,2024-06-03,Annually,Lapsed,CUST34283335,,
POL05732991,Health,20567,921.35,2019-07-25,2026-11-10,Monthly,Terminated,CUST35441846,,
POL21516037,Life,480603,232.34,2017-10-04,2024-04-30,Quarterly,Terminated,CUST49356497,,
POL39742907,Auto,38830,1036.7,2022-10-03,2024-03-15,Annually,Lapsed,CUST98026519,,
POL81184933,Life,51005,769.64,2021-08-10,2026-10-12,Monthly,Terminated,CUST07265929,,
POL17133126,Life,381095,1194.93,2017-11-30,2021-12-31,Quarterly,Terminated,CUST72660473,,
POL67018268,Auto,231783,1037.01,2021-10-31,2030-07-22,Monthly,Terminated,CUST72362587,,
POL45309482,Life,396921,671.3,2023-07-29,2028-12-18,Annually,Active,CUST83422531,,
POL74252623,Property,250590,1985.46,2023-02-25,2030-04-07,Quarterly,Active,CUST87469836,,
POL39439149,Life,359451,476.46,2015-07-01,2023-10-07,Monthly,Lapsed,CUST57301590,,
POL85778451,Life,300566,503.39,2016-02-03,2019-07-06,Annually,Active,CUST27430641,,
POL32471473,Auto,363471,171.8,2023-02-22,2027-12-19,Quarterly,Active,CUST98158624,,
POL17218507,Health,357110,710.59,2021-10-16,2028-02-29,Quarterly,Terminated,CUST22683788,,
POL38618818,Life,279706,416.06,2020-03-10,2027-04-23,Annually,Active,CUST41066153,,
POL87833198,Property,264027,1158.47,2021-08-27,2026-03-04,Quarterly,Terminated,CUST59780961,,
POL27486372,Property,147188,1130.67,2019-08-12,2027-03-11,Monthly,Active,CUST39448165,,
POL41321341,Property,158907,1044.54,2022-05-13,2024-07-27,Annually,Lapsed,CUST86060743,,
POL23863946,Property,377718,1498.68,2021-08-14,2029-12-21,Monthly,Terminated,CUST60827888,,
POL36453165,Health,480586,555.09,2015-02-14,2021-06-08,Annually,Terminated,CUST90183545,,
POL58976794,Life,112099,1505.37,2015-04-08,2018-11-09,Annually,Lapsed,CUST61187078,,
POL00118999,Property,414053,1821.68,2019-09-29,2022-07-02,Monthly,Lapsed,CUST24733880,,
POL35077867,Health,258434,1529.9,2015-08-29,2018-06-21,Annually,Active,CUST58105765,,
POL62171189,Property,297877,1285.01,2023-11-13,2027-11-02,Annually,Terminated,CUST80872989,,
POL78699699,Health,480615,1411.92,2018-04-01,2019-05-19,Quarterly,Terminated,CUST14656819,,
POL73601567,Auto,163841,1755.13,2017-09-09,2018-12-07,Quarterly,Active,CUST97878610,,
POL83104314,Property,89341,369.73,2016-07-14,2020-02-16,Monthly,Active,CUST32000469,,
POL02082012,Property,248305,911.99,2016-03-04,2018-08-06,Quarterly,Lapsed,CUST41303481,,
POL31666008,Health,318866,530.44,2021-10-11,2027-02-02,Monthly,Lapsed,CUST53482350,,
POL11983298,Health,413298,1612.31,2018-09-02,2024-04-05,Quarterly,Lapsed,CUST77682848,,
POL89029482,Life,78739,733.13,2023-02-06,2026-09-24,Quarterly,Terminated,CUST45352096,,
POL53158562,Life,432172,538.15,2016-04-09,2018-04-12,Monthly,Lapsed,CUST80178373,,
POL97641219,Life,254068,1682.99,2017-05-26,2019-08-28,Annually,Terminated,CUST56330515,,
POL12964771,Property,308658,764.61,2018-06-26,2024-03-08,Monthly,Lapsed,CUST12400861,,
POL88689818,Life,277881,1803,2022-01-10,2030-01-15,Annually,Lapsed,CUST76193646,,
POL87067112,Health,416237,637.85,2015-02-14,2023-11-13,Monthly,Terminated,CUST87049425,,
POL10286073,Life,198538,933.48,2015-10-07,2022-06-12,Annually,Lapsed,CUST79033345,,
POL45751576,Auto,310661,181.25,2024-09-07,2026-04-22,Monthly,Lapsed,CUST24431344,,
POL10282211,Health,440022,1352.04,2020-04-15,2029-12-09,Quarterly,Active,CUST97427667,,
POL95945115,Health,67210,1242.82,2024-02-11,2031-11-08,Monthly,Terminated,CUST18647774,,
POL56070761,Health,86464,1786.35,2024-04-13,2026-01-30,Quarterly,Terminated,CUST17748712,,
POL20898219,Property,467456,271.85,2023-02-25,2024-06-20,Monthly,Active,CUST58477431,,
POL67718623,Life,168980,1603.36,2017-03-07,2019-01-02,Monthly,Terminated,CUST66213193,,
POL85323496,Health,214643,312,2023-08-11,2030-12-02,Quarterly,Active,CUST17994890,,
POL98380131,Auto,343881,195.81,2018-07-19,2028-03-07,Monthly,Active,CUST79953424,,
POL97760999,Property,226849,632.19,2024-12-01,2026-12-30,Monthly,Lapsed,CUST25703315,,
POL00966757,Health,296085,1115.5,2023-07-30,2029-09-30,Annually,Active,CUST12400012,,
POL40722779,Life,265753,872.92,2019-10-31,2021-10-08,Annually,Active,CUST26137895,,
POL87901583,Health,229576,134.22,2020-01-12,2029-01-22,Monthly,Active,CUST34007755,,
POL30115645,Health,379691,1616.95,2017-05-10,2018-11-03,Annually,Terminated,CUST98059607,,
POL38850914,Auto,19276,465.68,2022-10-17,2029-08-13,Monthly,Active,CUST27802626,,
POL28044403,Auto,496417,1686.7,2021-03-16,2024-10-18,Quarterly,Terminated,CUST59420580,,
POL47455160,Auto,76423,1773.81,2017-11-18,2026-11-17,Quarterly,Active,CUST78396108,,
POL24535727,Auto,141838,120.88,2019-08-04,2025-11-10,Quarterly,Active,CUST53636696,,
POL80084188,Life,477917,876.37,2020-12-06,2025-09-08,Monthly,Active,CUST20186186,,
POL86311046,Health,460823,1994.57,2018-08-04,2022-03-27,Monthly,Lapsed,CUST58368389,,
POL03884605,Health,409346,1988.3,2022-10-11,2029-09-07,Annually,Lapsed,CUST98959709,,
POL37303684,Property,364206,490.22,2020-02-10,2021-06-28,Monthly,Active,CUST29805169,,
POL77070013,Auto,443803,397.52,2019-06-01,2021-03-19,Monthly,Terminated,CUST13939283,,
POL07540260,Health,418521,500.8,2019-03-05,2021-10-05,Monthly,Active,CUST12875579,,
POL18985962,Property,324370,696,2019-07-11,2025-06-04,Annually,Active,CUST12307049,,
POL61786939,Health,38153,546.55,2018-08-07,2026-05-19,Quarterly,Terminated,CUST64300710,,
POL06987694,Health,139829,560.09,2023-12-15,2031-02-01,Annually,Lapsed,CUST75103337,,
POL21410812,Life,187130,675.87,2016-11-08,2020-03-03,Annually,Active,CUST42778999,,
POL48634910,Life,304944,435.95,2018-04-08,2021-07-07,Quarterly,Terminated,CUST34068296,,
POL99936607,Auto,396888,1680.94,2017-08-21,2026-03-13,Monthly,Active,CUST02686696,,
POL55377332,Health,65291,817.15,2022-09-25,2029-06-23,Annually,Lapsed,CUST47228790,,
POL09053359,Life,173376,1048,2017-10-29,2023-10-14,Monthly,Active,CUST90920433,,
POL26420272,Life,18167,418.42,2018-03-17,2023-04-04,Annually,Lapsed,CUST94024764,,
POL43096448,Health,368147,1995.4,2017-09-04,2021-11-09,Monthly,Lapsed,CUST95330608,,
POL45440962,Health,15540,1467.13,2015-11-16,2019-09-24,Annually,Lapsed,CUST28361361,,
POL89942249,Auto,63153,440.64,2019-01-28,2024-04-25,Monthly,Lapsed,CUST75615977,,
POL76474786,Property,381653,1614.97,2022-12-03,2024-12-09,Annually,Active,CUST55000711,,
POL19289234,Property,401656,136.96,2022-12-04,2032-11-20,Monthly,Active,CUST84967828,,
POL25546683,Auto,383672,910.89,2023-11-23,2028-02-23,Annually,Terminated,CUST40195700,,
POL74112485,Auto,318107,1117.56,2023-02-12,2031-08-30,Monthly,Terminated,CUST79329107,,
POL63539662,Health,139819,1061.87,2023-01-10,2028-02-07,Monthly,Lapsed,CUST24806892,,
POL97583432,Auto,322598,983.32,2015-12-19,2017-05-06,Monthly,Active,CUST58352563,,
POL43412607,Health,424490,838.32,2016-04-30,2019-04-24,Quarterly,Active,CUST72879222,,
POL20142865,Life,94851,136.81,2018-02-15,2023-12-23,Monthly,Lapsed,CUST08168341,,
POL12796587,Property,255584,205.43,2018-11-15,2023-10-27,Monthly,Lapsed,CUST92249874,,
POL78277290,Life,21818,1382.48,2020-07-06,2026-10-23,Annually,Active,CUST70668160,,
POL27171310,Life,187796,828,2017-02-24,2025-03-04,Annually,Active,CUST01781896,,
POL64858473,Property,20240,1158.67,2016-10-10,2022-06-14,Annually,Active,CUST78299783,,
POL63887915,Property,89044,1692.95,2021-12-31,2027-12-12,Monthly,Terminated,CUST22797479,,
POL87573741,Property,481624,1472.99,2014-12-31,2016-05-20,Quarterly,Active,CUST52983993,,
POL28804957,Life,365061,1000.36,2018-03-13,2026-06-24,Monthly,Lapsed,CUST76438251,,
POL19694591,Property,195574,1096.62,2019-05-16,2023-02-01,Quarterly,Active,CUST59727399,,
POL28503798,Life,486923,813.71,2017-12-17,2024-05-01,Monthly,Lapsed,CUST78565117,,
POL12582263,Property,271188,686.13,2019-07-11,2027-11-23,Annually,Active,CUST94841919,,
POL91022506,Life,289716,444.32,2023-01-31,2032-04-17,Quarterly,Active,CUST32939112,,
POL03315797,Health,376740,1881.04,2018-12-13,2022-11-30,Annually,Terminated,CUST85679291,,
POL45551235,Auto,23379,890.82,2020-05-10,2025-09-12,Monthly,Lapsed,CUST98383766,,
POL77208632,Health,355737,1562.56,2023-03-12,2030-12-25,Annually,Lapsed,CUST87783555,,
POL22260500,Auto,152382,1471.71,2016-11-24,2020-06-05,Annually,Lapsed,CUST90316221,,
POL36836777,Property,206825,200.89,2020-11-27,2028-12-12,Quarterly,Active,CUST91208173,,
POL96268536,Property,318737,1725.09,2019-08-14,2027-07-20,Quarterly,Lapsed,CUST58200674,,
POL91407611,Property,214118,1360.69,2018-03-08,2021-02-15,Monthly,Terminated,CUST22702384,,
POL64095916,Life,76594,713.74,2020-10-03,2028-02-23,Monthly,Active,CUST83831085,,
POL64740997,Auto,231586,1758.12,2015-03-29,2023-01-30,Monthly,Terminated,CUST79978670,,
POL06176964,Auto,101981,1210.47,2021-03-12,2024-02-13,Monthly,Active,CUST76916753,,
POL86552601,Property,155063,666.01,2024-11-21,2027-06-04,Monthly,Lapsed,CUST61585782,,
POL98182454,Property,49906,450.36,2015-04-08,2024-12-14,Annually,Terminated,CUST87720578,,
POL04470175,Auto,229746,270.33,2015-11-17,2020-07-01,Quarterly,Active,CUST94522141,,
POL36184966,Life,331181,351.24,2022-12-13,2031-01-11,Quarterly,Lapsed,CUST37990717,,
POL11905173,Property,383367,462.75,2023-03-31,2026-05-26,Annually,Terminated,CUST40967783,,
POL22934928,Property,24866,320.99,2023-02-16,2024-08-07,Quarterly,Active,CUST86185759,,
POL51486527,Health,343945,1962.94,2024-09-11,2032-03-13,Annually,Lapsed,CUST67573322,,
POL67871269,Health,465364,1027.94,2018-01-29,2026-01-09,Monthly,Active,CUST15704037,,
POL52660613,Auto,205148,322.17,2018-06-01,2026-08-12,Quarterly,Active,CUST57652314,,
POL42173168,Property,238845,270.52,2018-12-25,2027-07-27,Quarterly,Active,CUST27814120,,
POL63448098,Life,269112,247.04,2019-11-26,2021-11-27,Annually,Active,CUST01158686,,
POL76633333,Health,246719,905.56,2020-06-18,2029-04-25,Monthly,Terminated,CUST21650393,,
POL87098270,Property,162187,300.36,2017-12-06,2020-04-18,Annually,Active,CUST72362587,,
POL21241927,Health,22575,339.1,2017-07-31,2019-05-23,Annually,Active,CUST18176345,,
POL78474617,Property,283778,1327.26,2016-08-28,2019-10-28,Monthly,Active,CUST17818654,,
POL40740703,Auto,337347,1666.04,2018-09-07,2021-03-19,Quarterly,Active,CUST82071648,,
POL01356668,Auto,407856,1808.28,2017-12-16,2025-10-19,Quarterly,Lapsed,CUST70037973,,
POL81358654,Health,223001,1072.92,2019-07-20,2021-02-05,Quarterly,Active,CUST11675818,,
POL42512488,Property,337140,464.19,2017-12-19,2019-01-16,Monthly,Terminated,CUST10837204,,
POL62388376,Property,166333,839.94,2023-03-23,2026-06-12,Annually,Lapsed,CUST19076228,,
POL64728367,Auto,384000,788.03,2017-04-16,2020-08-30,Quarterly,Active,CUST56206893,,
POL91325406,Property,217792,1845.65,2017-06-23,2023-08-26,Quarterly,Terminated,CUST93771069,,
POL94038390,Health,394057,420.36,2020-05-31,2022-01-24,Quarterly,Terminated,CUST46066510,,
POL93764594,Health,197854,889.58,2015-07-10,2020-05-14,Quarterly,Terminated,CUST97117972,,
POL01140651,Property,151106,1312.96,2024-03-06,2026-07-30,Quarterly,Lapsed,CUST04188498,,
POL64671018,Auto,18535,175.24,2022-05-01,2024-08-06,Quarterly,Active,CUST65008360,,
POL23937265,Life,391265,963.8,2018-11-24,2020-11-14,Quarterly,Lapsed,CUST42041475,,
POL91701869,Auto,169979,1475.85,2016-12-21,2018-10-17,Monthly,Active,CUST39892656,,
POL40774086,Auto,197593,1019.06,2021-08-25,2026-05-26,Monthly,Active,CUST20106314,,
POL84330960,Auto,468168,1331.79,2020-10-27,2029-02-15,Quarterly,Lapsed,CUST18970316,,
POL75156897,Health,463430,1960.53,2015-12-18,2018-04-20,Quarterly,Terminated,CUST40026003,,
POL03406980,Auto,234471,1166.54,2019-01-16,2021-09-18,Monthly,Lapsed,CUST19797075,,
POL56170272,Property,17599,388.24,2024-10-17,2029-08-23,Quarterly,Lapsed,CUST98456806,,
POL06989593,Auto,290518,1208.97,2016-11-10,2021-01-11,Monthly,Active,CUST96263683,,
POL13962079,Health,413995,435.26,2023-02-17,2029-07-15,Quarterly,Lapsed,CUST91529292,,
POL77110214,Health,31431,1615.64,2019-03-02,2025-01-16,Annually,Active,CUST87141280,,
POL97704616,Life,34065,1723.03,2019-03-23,2023-06-28,Monthly,Terminated,CUST80612800,,
POL73955380,Life,398009,513.82,2021-04-17,2025-11-17,Annually,Lapsed,CUST22178817,,
POL30994827,Life,232069,605.67,2023-05-03,2032-10-14,Quarterly,Active,CUST03843520,,
POL38939218,Auto,302817,1312,2023-08-22,2030-09-21,Monthly,Terminated,CUST71891504,,
POL58199739,Life,335631,946.46,2017-11-28,2022-10-27,Annually,Terminated,CUST84828807,,
POL75203791,Life,207663,1132.18,2015-09-28,2018-08-02,Annually,Terminated,CUST99041791,,
POL22369979,Property,327241,1311.47,2023-07-16,2026-06-10,Annually,Lapsed,CUST95978496,,
POL91441410,Property,264198,1589.42,2024-09-06,2032-06-11,Quarterly,Lapsed,CUST06792439,,
POL32215970,Health,431922,1331.52,2020-12-03,2023-10-22,Quarterly,Lapsed,CUST35415891,,
POL56805499,Auto,469103,1815.71,2023-10-20,2029-09-12,Monthly,Active,CUST21904355,,
POL76750122,Health,291182,388.84,2024-03-02,2030-07-23,Annually,Terminated,CUST52057828,,
POL47066048,Life,428770,1705.99,2017-12-26,2023-09-23,Quarterly,Lapsed,CUST76335555,,
POL62091024,Life,445720,256.69,2018-11-23,2027-10-14,Quarterly,Terminated,CUST61534512,,
POL58715038,Auto,90573,572.69,2016-10-12,2025-07-31,Annually,Lapsed,CUST80482237,,
POL70045571,Property,335523,1338.59,2021-09-02,2027-01-13,Monthly,Terminated,CUST36029781,,
POL81553263,Property,238866,1413.92,2022-05-06,2026-07-03,Monthly,Terminated,CUST89730762,,
POL37915217,Auto,122059,1470.69,2016-01-05,2020-03-29,Monthly,Active,CUST58545735,,
POL63019087,Auto,487293,117.3,2020-06-23,2025-08-18,Annually,Terminated,CUST53675259,,
POL00522342,Life,133872,1579.38,2023-04-30,2027-08-08,Annually,Terminated,CUST17793294,,
POL69392450,Auto,133827,476.75,2024-06-25,2033-10-06,Annually,Lapsed,CUST03213830,,
POL34341867,Property,455714,1015.59,2021-04-29,2026-09-16,Quarterly,Active,CUST11301044,,
POL31153725,Auto,86155,1928.26,2017-04-20,2026-08-13,Quarterly,Terminated,CUST77733988,,
POL39193067,Life,79361,604.97,2016-05-19,2018-03-06,Annually,Lapsed,CUST76637684,,
POL33662070,Life,121389,1951.33,2024-04-17,2029-06-01,Monthly,Active,CUST28266429,,
POL99490154,Health,194818,823.81,2021-11-18,2025-01-10,Quarterly,Lapsed,CUST95327409,,
POL43721127,Auto,432310,1963.33,2023-07-03,2026-12-26,Quarterly,Terminated,CUST80973937,,
POL13412239,Auto,390489,169.24,2021-05-26,2028-06-03,Quarterly,Active,CUST63507643,,
POL84437998,Life,303318,450.4,2020-02-05,2021-05-31,Monthly,Active,CUST64902351,,
POL50009102,Life,274123,579.91,2023-12-26,2027-11-13,Monthly,Active,CUST37424132,,
POL30766028,Health,262955,154.35,2015-10-10,2023-06-23,Monthly,Terminated,CUST78842949,,
POL96139840,Property,57516,1602.02,2018-07-14,2026-01-31,Annually,Terminated,CUST28135219,,
POL17393791,Property,250316,1167.58,2022-08-19,2031-08-14,Annually,Lapsed,CUST46516721,,
POL47946595,Property,51959,846.42,2019-10-26,2028-03-14,Annually,Active,CUST26092604,,
POL54898212,Life,498113,612.68,2018-06-22,2022-10-25,Annually,Lapsed,CUST87322138,,
POL14997788,Property,284623,936.68,2016-11-19,2018-06-29,Quarterly,Lapsed,CUST79836458,,
POL74506974,Property,161588,1663.51,2019-12-28,2028-08-11,Annually,Terminated,CUST93959202,,
POL48888144,Life,410140,1776.91,2015-04-05,2020-03-02,Monthly,Active,CUST55366666,,
POL72956351,Life,162266,1013.95,2020-02-07,2028-06-21,Monthly,Terminated,CUST89978032,,
POL76210793,Auto,184287,1827.76,2016-10-18,2022-08-21,Quarterly,Lapsed,CUST73046328,,
POL68286311,Health,407606,996.53,2024-01-28,2032-04-25,Annually,Active,CUST19220123,,
POL08571799,Life,275732,1540.2,2015-03-26,2017-06-29,Monthly,Terminated,CUST51674931,,
POL09476789,Health,117338,1764.44,2021-04-28,2028-08-17,Quarterly,Active,CUST07678524,,
POL53146582,Auto,95451,693.45,2019-10-04,2029-08-02,Quarterly,Lapsed,CUST85231947,,
POL43155265,Auto,467387,1152.47,2018-12-09,2028-10-18,Monthly,Terminated,CUST89207596,,
POL81367269,Auto,331628,1571.02,2022-10-04,2026-04-24,Quarterly,Active,CUST89465073,,
POL84399262,Health,434891,673.57,2017-04-01,2023-09-30,Annually,Lapsed,CUST71215012,,
POL54524104,Life,209017,1153.65,2022-10-18,2031-05-09,Annually,Active,CUST33347092,,
POL60803243,Life,477591,319.69,2018-05-16,2025-01-27,Annually,Active,CUST72652198,,
POL32589913,Auto,431293,736.54,2015-06-20,2023-02-01,Annually,Lapsed,CUST06202125,,
POL98908747,Health,142474,320.8,2019-11-30,2023-12-11,Quarterly,Active,CUST36783515,,
POL37348106,Auto,243014,1234.49,2022-07-13,2029-03-04,Quarterly,Terminated,CUST58139807,,
POL17461415,Auto,161564,949.49,2019-08-23,2026-06-03,Monthly,Lapsed,CUST81461842,,
POL35439402,Health,284705,513.39,2019-07-03,2027-03-23,Annually,Terminated,CUST02223205,,
POL65459247,Auto,483766,1927.93,2023-10-26,2031-01-20,Annually,Active,CUST11825074,,
POL15577075,Property,319323,612.67,2023-10-02,2033-09-13,Annually,Active,CUST55176228,,
POL16364468,Auto,130752,1830.18,2016-04-27,2020-02-13,Quarterly,Terminated,CUST81462168,,
POL22271139,Auto,13851,623.61,2022-06-02,2025-09-05,Annually,Active,CUST64711803,,
POL36347723,Property,112861,399.07,2016-04-05,2023-02-02,Annually,Terminated,CUST54951289,,
POL02555675,Property,22484,771.11,2024-12-11,2032-05-30,Annually,Terminated,CUST77434602,,
POL71161359,Property,373579,680.54,2017-01-20,2026-09-09,Annually,Terminated,CUST61228900,,
POL07908129,Property,263572,662,2017-05-28,2021-11-27,Monthly,Active,CUST14953772,,
POL86004596,Property,147682,1546.86,2021-08-01,2025-12-09,Monthly,Lapsed,CUST73191515,,
POL10256156,Auto,391859,1196.46,2020-05-05,2029-02-07,Quarterly,Active,CUST89125036,,
POL04120684,Life,372955,1935.93,2024-05-31,2026-01-09,Annually,Active,CUST97512387,,
POL49354428,Health,47064,190.19,2016-01-05,2017-05-19,Annually,Terminated,CUST98560807,,
POL01038075,Property,204972,779.18,2024-07-10,2030-10-08,Annually,Active,CUST94168956,,
POL89009482,Health,472488,1661.05,2016-09-06,2026-04-29,Annually,Terminated,CUST53636696,,
POL11284148,Property,379852,428.32,2016-12-20,2022-04-26,Annually,Terminated,CUST01330639,,
POL45105381,Life,224006,1850.44,2017-05-24,2026-11-06,Quarterly,Terminated,CUST99574693,,
POL33443696,Health,370313,1736.46,2022-05-21,2026-10-18,Quarterly,Active,CUST35872715,,
POL08895135,Life,358337,1593.63,2015-10-26,2017-11-26,Quarterly,Lapsed,CUST24902165,,
POL32734237,Property,481722,1010.96,2018-08-23,2024-12-04,Monthly,Active,CUST70030309,,
POL81131003,Auto,283289,151.76,2015-12-20,2019-07-23,Annually,Lapsed,CUST79126257,,
POL01422170,Auto,126194,430.68,2022-05-22,2026-01-20,Quarterly,Active,CUST99446623,,
POL59246614,Property,499759,618.24,2016-08-19,2025-11-18,Annually,Lapsed,CUST86090168,,
POL58855449,Property,174839,1896.12,2023-07-26,2024-10-29,Quarterly,Terminated,CUST72585140,,
POL22416756,Auto,15547,687.78,2018-02-17,2020-04-12,Monthly,Lapsed,CUST31384677,,
POL49287251,Auto,48575,1476.49,2017-07-15,2020-10-23,Quarterly,Lapsed,CUST84659893,,
POL60414319,Auto,151268,1169.59,2015-06-04,2019-10-20,Monthly,Terminated,CUST91742379,,
POL96005181,Property,424062,1911.53,2023-01-10,2032-08-14,Annually,Active,CUST13886532,,
POL42993604,Life,33791,437.48,2014-12-27,2019-11-22,Quarterly,Terminated,CUST09995414,,
POL52918990,Life,49046,1245.42,2018-03-14,2025-05-07,Monthly,Terminated,CUST32321186,,
POL67788128,Health,376870,1500.06,2023-07-19,2028-03-06,Annually,Lapsed,CUST59559298,,
POL27592722,Health,474605,1648.82,2021-03-07,2027-03-17,Quarterly,Active,CUST24326631,,
POL09895305,Health,422364,660.67,2023-04-25,2025-06-07,Monthly,Lapsed,CUST66793939,,
POL01152460,Health,231278,1207.14,2024-06-12,2029-02-05,Quarterly,Active,CUST52409774,,
POL60026692,Auto,407528,833.74,2016-01-28,2018-01-25,Quarterly,Lapsed,CUST29540063,,
POL97265632,Health,453665,961.16,2020-11-30,2028-05-30,Annually,Active,CUST77984164,,
POL54521184,Property,306618,1980.78,2019-06-28,2022-08-17,Quarterly,Active,CUST31816631,,
POL85035096,Property,335835,1491.89,2021-08-19,2031-06-03,Monthly,Active,CUST68137244,,
POL58534980,Property,146184,745.97,2021-10-24,2023-12-08,Monthly,Active,CUST75044858,,
POL21695517,Property,474623,434.14,2019-08-15,2024-12-03,Monthly,Lapsed,CUST95978496,,
POL08961266,Health,496151,652.18,2024-09-05,2031-02-27,Quarterly,Terminated,CUST10291399,,
