Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID
AGT88799130,Renewed,22,76,POL86622832
AGT66787007,Renewed,11,15,POL50643269
AGT02095690,Renewed,27,3,POL13519466
AGT46080482,Pending,30,49,POL21820155
AGT81833409,Pending,20,25,POL33832316
AGT59011578,Renewed,25,71,POL39297512
AGT41083446,Pending,11,35,POL08734095
AGT98164206,Renewed,2,19,POL63277455
AGT37949386,Not Renewed,23,47,POL79704196
AGT36235940,Not Renewed,42,42,POL94737563
AGT55604471,Not Renewed,38,76,POL07444317
AGT63955671,Pending,45,72,POL48007083
AGT44430109,Not Renewed,8,79,POL67715393
AGT01704500,Not Renewed,45,53,POL70601305
AGT36041543,Renewed,3,76,POL45280706
AGT25099010,Renewed,33,74,POL22858712
AGT51094256,Not Renewed,14,61,POL06601160
AGT10058722,Not Renewed,42,42,POL65862653
AGT12875907,Not Renewed,43,71,POL55809193
AGT00869194,Not Renewed,45,64,POL05586650
AGT81097440,Pending,3,99,POL06449689
AGT68996981,Not Renewed,13,76,POL02911863
AGT93143244,Pending,0,63,POL12199855
AGT58337991,Renewed,25,64,POL81043217
AGT93768989,Renewed,10,44,POL42443004
AGT04259876,Renewed,42,94,POL75410004
AGT57022960,Pending,9,5,POL88177917
AGT20349725,Not Renewed,35,11,POL38045222
AGT30659299,Renewed,17,97,POL17289574
AGT30695236,Not Renewed,10,90,POL16627282
AGT89701892,Renewed,43,16,POL30234855
AGT42941114,Not Renewed,25,35,POL51511488
AGT58014194,Renewed,14,37,POL18035375
AGT24321196,Renewed,49,71,POL81196491
AGT35256591,Pending,2,25,POL11133444
AGT35352612,Renewed,30,2,POL91660793
AGT97861774,Pending,22,60,POL22639534
AGT53770920,Renewed,41,11,POL02457698
AGT35808987,Pending,13,47,POL65310322
AGT53114505,Not Renewed,32,80,POL55078458
AGT10674280,Pending,8,72,POL52520227
AGT38710899,Pending,12,79,POL00505335
AGT07346744,Renewed,9,90,POL06459198
AGT01603414,Not Renewed,8,92,POL07698492
AGT29562370,Renewed,34,19,POL79929053
AGT02539638,Pending,37,78,POL12356640
AGT81580993,Not Renewed,41,81,POL41657581
AGT13921620,Not Renewed,20,61,POL25712825
AGT60720163,Pending,7,91,POL23715386
AGT63122958,Pending,48,49,POL67483768
AGT60685299,Not Renewed,19,29,POL63827788
AGT08551281,Pending,2,58,POL91203477
AGT29527244,Renewed,23,66,POL17206182
AGT71628225,Pending,29,44,POL76262312
AGT50902924,Pending,2,23,POL63265267
AGT09134172,Not Renewed,33,66,POL29024023
AGT36063424,Renewed,30,68,POL90886331
AGT07948188,Not Renewed,1,33,POL13020656
AGT41487904,Pending,47,69,POL68947456
AGT46486235,Not Renewed,42,3,POL09863173
AGT61965198,Pending,37,22,POL55879512
AGT85406253,Pending,30,6,POL68642735
AGT60941377,Pending,1,31,POL21037043
AGT89926131,Not Renewed,0,97,POL25631558
AGT41136802,Pending,2,52,POL55941578
AGT12139850,Not Renewed,21,55,POL12089823
AGT90539854,Pending,19,79,POL31589660
AGT04997394,Pending,9,51,POL18535742
AGT53005775,Renewed,33,59,POL11298880
AGT69281001,Pending,10,85,POL27861397
AGT32963960,Not Renewed,24,75,POL36885821
AGT65069263,Not Renewed,6,57,POL05417793
AGT67678944,Renewed,14,33,POL54459099
AGT90973904,Pending,48,54,POL25370845
AGT89916352,Pending,39,44,POL78045083
AGT52156406,Renewed,34,6,POL42954046
AGT31570138,Pending,19,69,POL70904560
AGT14364172,Not Renewed,5,1,POL09768718
AGT10161378,Not Renewed,0,1,POL60092587
AGT61666262,Pending,7,39,POL06598618
AGT37099504,Pending,47,33,POL19532067
AGT36089241,Not Renewed,1,13,POL13762609
AGT98711804,Renewed,44,31,POL52170033
AGT35188591,Renewed,17,33,POL51442309
AGT28400837,Not Renewed,22,64,POL18608877
AGT49598585,Renewed,30,40,POL52685173
AGT10424473,Not Renewed,40,76,POL65542837
AGT65385340,Pending,26,10,POL73324138
AGT88900124,Renewed,0,36,POL72790503
AGT69370822,Renewed,46,23,POL40780635
AGT65654717,Not Renewed,48,16,POL18093390
AGT21321674,Not Renewed,5,72,POL29299369
AGT80651448,Not Renewed,39,5,POL46449389
AGT38943732,Renewed,4,72,POL16254654
AGT39828323,Pending,18,11,POL90777171
AGT99069850,Pending,31,19,POL35998506
AGT09679111,Renewed,20,48,POL94198861
AGT19773419,Not Renewed,5,74,POL37962495
AGT49501909,Not Renewed,1,66,POL91554199
AGT37121249,Not Renewed,1,14,POL46427278
AGT53453463,Pending,30,18,POL20825981
AGT49144875,Not Renewed,13,91,POL29892816
AGT70529972,Renewed,44,19,POL12935594
AGT49492232,Renewed,10,42,POL60770959
AGT98782739,Renewed,0,98,POL65991604
AGT22904309,Renewed,37,16,POL99912141
AGT65234583,Not Renewed,28,98,POL33388431
AGT29989660,Not Renewed,10,91,POL83559583
AGT56596726,Renewed,24,89,POL48812002
AGT43790702,Renewed,18,41,POL64674789
AGT63075660,Pending,28,46,POL97443175
AGT68575311,Not Renewed,41,84,POL49903606
AGT74535438,Pending,33,10,POL80184579
AGT52661704,Pending,11,85,POL36142159
AGT71747392,Not Renewed,19,42,POL95381092
AGT65276164,Pending,50,4,POL68888844
AGT04210625,Not Renewed,19,91,POL85106188
AGT20783328,Not Renewed,30,71,POL89047007
AGT62130568,Not Renewed,2,65,POL40954269
AGT40820862,Not Renewed,35,90,POL11388203
AGT16911930,Renewed,24,87,POL43290092
AGT62858166,Not Renewed,49,44,POL67383698
AGT59154448,Pending,24,69,POL45795232
AGT24962110,Renewed,20,40,POL33244868
AGT52795756,Not Renewed,20,66,POL47746919
AGT98890277,Pending,34,20,POL39299681
AGT42725396,Renewed,28,71,POL25465013
AGT74612467,Renewed,36,20,POL75659154
AGT92319553,Not Renewed,7,65,POL67451011
AGT19679076,Not Renewed,2,10,POL57397238
AGT18164515,Renewed,42,55,POL95908586
AGT02686699,Renewed,37,79,POL69274209
AGT31396792,Renewed,43,40,POL54674373
AGT17797334,Pending,11,3,POL58108694
AGT88386094,Pending,0,59,POL63542337
AGT54576512,Not Renewed,23,76,POL30499231
AGT00212249,Pending,28,52,POL96504333
AGT82604158,Not Renewed,7,56,POL66279716
AGT42246881,Pending,48,39,POL23728678
AGT41876357,Renewed,50,73,POL22939272
AGT59460597,Pending,30,15,POL90938074
AGT06306594,Pending,17,42,POL14002864
AGT24028790,Not Renewed,11,85,POL56373098
AGT39135024,Not Renewed,44,61,POL13181261
AGT21629967,Renewed,29,4,POL93099683
AGT74529653,Renewed,40,66,POL61024790
AGT13134944,Renewed,47,48,POL73676395
AGT73990710,Pending,18,66,POL82553451
AGT80715603,Not Renewed,25,20,POL60362943
AGT78719121,Not Renewed,17,96,POL91111316
AGT93675725,Not Renewed,19,93,POL35399559
AGT59841015,Not Renewed,31,83,POL33853949
AGT76190003,Pending,42,16,POL70419372
AGT34969950,Not Renewed,21,86,POL79279066
AGT60428869,Pending,48,86,POL09652123
AGT03012517,Pending,40,62,POL79106490
AGT31859382,Pending,14,65,POL11486850
AGT17016347,Not Renewed,2,13,POL34147644
AGT87924283,Renewed,40,43,POL40501631
AGT77100458,Not Renewed,24,94,POL02303520
AGT97102976,Renewed,4,1,POL52768424
AGT11216518,Renewed,48,60,POL01471307
AGT37204401,Not Renewed,10,19,POL54130737
AGT07403772,Renewed,24,35,POL39140809
AGT25850868,Not Renewed,25,96,POL06464463
AGT19383790,Renewed,24,91,POL89541243
AGT39263140,Renewed,49,86,POL72775296
AGT59705268,Not Renewed,9,56,POL54950027
AGT84922970,Renewed,39,79,POL18911060
AGT11210439,Renewed,50,60,POL48214691
AGT67549517,Pending,14,66,POL09783846
AGT31656399,Not Renewed,48,70,POL94937025
AGT64245787,Renewed,31,72,POL49819394
AGT44712112,Not Renewed,18,6,POL00348397
AGT28078319,Pending,33,56,POL39660520
AGT70288312,Not Renewed,31,77,POL12428570
AGT64837076,Not Renewed,4,95,POL17396373
AGT81331636,Renewed,2,35,POL71741246
AGT10997016,Not Renewed,47,68,POL68123659
AGT71113749,Pending,15,100,POL99953034
AGT26423163,Not Renewed,9,46,POL98348434
AGT49569021,Pending,38,98,POL65126942
AGT02438431,Not Renewed,18,12,POL40430147
AGT80997275,Renewed,39,16,POL04548210
AGT15829160,Renewed,22,62,POL90584478
AGT87700807,Pending,47,37,POL09746785
AGT86100349,Renewed,13,87,POL46452646
AGT82751415,Renewed,21,55,POL64116872
AGT43398829,Pending,34,61,POL63437599
AGT26251970,Renewed,12,96,POL09309739
AGT05951054,Renewed,44,8,POL12714870
AGT22449930,Renewed,45,36,POL64283889
AGT04645492,Not Renewed,17,7,POL40696395
AGT01485162,Renewed,33,58,POL74216841
AGT57385162,Renewed,28,15,POL25899154
AGT56650266,Not Renewed,25,55,POL56002531
AGT76232332,Renewed,6,25,POL28874062
AGT12536380,Not Renewed,44,26,POL08466127
AGT48459678,Pending,23,51,POL55324239
AGT86148713,Pending,5,59,POL15347898
AGT24375185,Renewed,16,78,POL67417156
AGT46778785,Renewed,3,70,POL84231010
AGT06449774,Renewed,50,16,POL24855714
AGT15898830,Not Renewed,24,6,POL68375690
AGT28190372,Not Renewed,21,34,POL57863591
AGT00600072,Pending,42,8,POL72310248
AGT04858995,Pending,37,76,POL40755792
AGT63264383,Renewed,1,94,POL63897899
AGT59515807,Renewed,46,63,POL79704947
AGT76694657,Renewed,47,41,POL27219888
AGT52389293,Pending,39,44,POL30351443
AGT21637706,Not Renewed,35,90,POL16461308
AGT93053239,Renewed,12,19,POL03121184
AGT88939164,Renewed,10,79,POL25712135
AGT30916163,Renewed,23,18,POL75183965
AGT94269427,Renewed,50,80,POL35280348
AGT94291648,Pending,32,85,POL81060207
AGT48637957,Not Renewed,11,34,POL82542747
AGT12777777,Not Renewed,15,1,POL48887650
AGT13261188,Pending,37,92,POL14157474
AGT77596851,Pending,47,23,POL18172918
AGT54920010,Renewed,44,5,POL99817489
AGT33912142,Pending,11,82,POL11303623
AGT65687133,Pending,31,42,POL15880317
AGT32478887,Not Renewed,23,6,POL87220514
AGT82658500,Pending,5,45,POL27502535
AGT90014191,Pending,21,47,POL78352626
AGT46904808,Not Renewed,16,71,POL60480382
AGT95858668,Renewed,36,36,POL11423275
AGT11611615,Not Renewed,1,16,POL21502536
AGT38559920,Renewed,4,53,POL88741326
AGT37579812,Renewed,43,52,POL23048183
AGT83487327,Pending,31,24,POL87187767
AGT46274679,Pending,33,67,POL20686006
AGT87335835,Renewed,50,55,POL89253663
AGT54450282,Pending,7,61,POL61867449
AGT74479834,Pending,19,72,POL57681580
AGT70568957,Not Renewed,34,78,POL08922259
AGT63481168,Not Renewed,13,38,POL78101894
AGT37722516,Renewed,22,20,POL14245598
AGT05018695,Not Renewed,30,99,POL31194577
AGT46480364,Renewed,6,83,POL74756717
AGT49000490,Not Renewed,37,42,POL39487176
AGT82651683,Not Renewed,5,63,POL85944273
AGT09566766,Pending,8,7,POL70876228
AGT85093912,Pending,38,74,POL72056803
AGT66005978,Renewed,28,41,POL22646973
AGT26700727,Not Renewed,40,96,POL84679651
AGT31615555,Pending,11,90,POL63927157
AGT61376919,Pending,26,52,POL62321649
AGT97436058,Pending,12,51,POL07337795
AGT39272724,Renewed,9,54,POL04101668
AGT70994777,Pending,48,23,POL64468653
AGT78962183,Not Renewed,49,2,POL31133103
AGT56251347,Not Renewed,50,39,POL21871449
AGT72014758,Not Renewed,24,46,POL56211763
AGT19205857,Not Renewed,6,19,POL87408952
AGT06965307,Renewed,39,35,POL16668072
AGT06143422,Pending,43,40,POL16834109
AGT52804395,Not Renewed,46,9,POL50239181
AGT68828536,Not Renewed,41,75,POL95905175
AGT47627602,Pending,41,87,POL96194303
AGT26520569,Not Renewed,7,73,POL03859543
AGT93008259,Pending,40,9,POL52134760
AGT07835571,Not Renewed,40,34,POL98989117
AGT29021729,Pending,12,20,POL20307557
AGT95242457,Pending,27,85,POL78613616
AGT36983917,Not Renewed,40,44,POL91578808
AGT81488966,Pending,10,100,POL81437740
AGT81769001,Not Renewed,12,43,POL13892354
AGT74306636,Renewed,28,74,POL65609940
AGT77479254,Pending,38,91,POL14929560
AGT01024817,Pending,43,31,POL64204852
AGT82053654,Not Renewed,50,25,POL42192806
AGT35916505,Renewed,31,56,POL80850995
AGT48245949,Pending,14,95,POL24046541
AGT71495509,Renewed,32,49,POL17406107
AGT13326823,Not Renewed,1,94,POL01522265
AGT24641573,Pending,0,68,POL51383212
AGT98181314,Not Renewed,32,75,POL71973379
AGT43553387,Not Renewed,30,15,POL63114558
AGT01044162,Renewed,39,31,POL54636446
AGT06830311,Not Renewed,17,63,POL16767131
AGT23690528,Not Renewed,45,64,POL01012522
AGT96040842,Pending,24,87,POL69932027
AGT38583888,Not Renewed,22,93,POL06318068
AGT05002529,Not Renewed,10,95,POL55398785
AGT10527838,Not Renewed,35,54,POL47605263
AGT08253010,Pending,50,49,POL72517283
AGT95063933,Renewed,2,5,POL38688649
AGT81277166,Renewed,38,3,POL75796752
AGT89827810,Pending,16,23,POL96832435
AGT45076804,Pending,25,98,POL79111025
AGT88533091,Renewed,8,96,POL58923628
AGT22669682,Not Renewed,11,12,POL55938009
AGT07124978,Not Renewed,43,66,POL89387677
AGT21509926,Pending,11,57,POL35254218
AGT93615275,Pending,33,67,POL36915834
AGT82704019,Renewed,9,3,POL51022224
AGT15291668,Pending,26,44,POL11377387
AGT24143176,Renewed,8,2,POL93761143
AGT52145031,Pending,48,60,POL27799003
AGT55095152,Not Renewed,25,8,POL68805263
AGT05003351,Pending,14,60,POL88991163
AGT71631197,Not Renewed,10,24,POL75492947
AGT91711072,Pending,19,59,POL31494844
AGT86899634,Pending,40,92,POL57894817
AGT26783043,Renewed,47,90,POL66358855
AGT75159310,Not Renewed,49,75,POL38348669
AGT57691275,Pending,48,79,POL64607736
AGT10709446,Pending,31,47,POL25834055
AGT58438820,Pending,33,74,POL18735683
AGT58202684,Renewed,9,66,POL75415514
AGT40284512,Renewed,21,39,POL69044273
AGT54092148,Pending,33,86,POL57020176
AGT94146815,Pending,21,98,POL98914308
AGT74116741,Pending,13,57,POL13435442
AGT63146320,Pending,11,77,POL98372511
AGT56417685,Renewed,28,88,POL30960897
AGT96178095,Not Renewed,30,57,POL78449319
AGT13487772,Pending,13,98,POL10824295
AGT63105851,Not Renewed,43,42,POL31924493
AGT96428198,Renewed,20,38,POL46013781
AGT01632127,Renewed,13,80,POL63838195
AGT21013518,Not Renewed,39,21,POL29922770
AGT64448463,Renewed,18,93,POL70933310
AGT65542776,Renewed,46,57,POL32214877
AGT83061443,Not Renewed,29,45,POL75572994
AGT48849515,Pending,33,50,POL50374708
AGT64301657,Pending,48,31,POL78800512
AGT43901285,Pending,23,92,POL92952758
AGT00724477,Not Renewed,20,92,POL23851177
AGT36408447,Not Renewed,4,24,POL93775978
AGT80378946,Not Renewed,7,4,POL75103781
AGT82876518,Renewed,37,26,POL60130664
AGT23814576,Not Renewed,38,30,POL26049302
AGT19058300,Renewed,38,73,POL91787213
AGT77165335,Renewed,25,52,POL67696228
AGT68651482,Renewed,24,16,POL53939402
AGT41439810,Not Renewed,9,57,POL84438611
AGT48622985,Not Renewed,41,98,POL49101853
AGT98526394,Renewed,48,26,POL08436264
AGT95594807,Not Renewed,28,14,POL92070714
AGT26322201,Renewed,32,26,POL22181403
AGT88364407,Pending,28,14,POL82093909
AGT29749962,Pending,0,65,POL20126497
AGT51969970,Renewed,44,63,POL97638998
AGT08702462,Renewed,3,64,POL09320154
AGT69171597,Renewed,7,66,POL49077462
AGT38435195,Pending,23,57,POL82524320
AGT01997214,Pending,50,65,POL82751378
AGT62380562,Not Renewed,39,92,POL83133699
AGT41898178,Not Renewed,12,62,POL85481964
AGT12269002,Pending,23,50,POL90911648
AGT13024162,Pending,38,82,POL74617245
AGT07134329,Renewed,45,65,POL51850419
AGT60540086,Not Renewed,25,30,POL72865831
AGT39463022,Pending,31,9,POL42505976
AGT22593630,Renewed,35,57,POL17099737
AGT04323139,Not Renewed,40,93,POL56083774
AGT75815459,Renewed,17,33,POL51933372
AGT36631149,Renewed,40,68,POL83634244
AGT12429715,Not Renewed,33,30,POL12296231
AGT75868943,Renewed,31,93,POL27396272
AGT64315991,Not Renewed,8,69,POL07772335
AGT19435594,Pending,25,65,POL91135744
AGT71063006,Not Renewed,24,94,POL70866676
AGT41425593,Pending,15,46,POL18063392
AGT21113368,Pending,19,90,POL54583693
AGT26064337,Not Renewed,24,86,POL04954474
AGT36525834,Pending,0,25,POL14554808
AGT02991255,Pending,35,6,POL41642157
AGT79537809,Pending,43,17,POL66022914
AGT52795669,Renewed,20,48,POL38530404
AGT69916515,Renewed,7,66,POL12062320
AGT23370936,Not Renewed,20,35,POL00464071
AGT38978466,Pending,12,25,POL40274075
AGT72330390,Not Renewed,32,24,POL32938098
AGT43087593,Not Renewed,27,24,POL69638846
AGT68929155,Pending,36,78,POL69225417
AGT94239683,Pending,18,62,POL11308160
AGT48872418,Renewed,36,88,POL15495647
AGT92320343,Pending,5,51,POL95524303
AGT74543955,Renewed,42,3,POL82092173
AGT91421893,Renewed,34,88,POL27860857
AGT16486426,Renewed,26,53,POL99666979
AGT43242167,Pending,13,88,POL38386145
AGT37822369,Not Renewed,41,37,POL09884871
AGT83422380,Pending,12,42,POL41171995
AGT76532342,Pending,4,56,POL01039952
AGT79635844,Not Renewed,2,59,POL50481637
AGT87937121,Renewed,21,53,POL37801835
AGT00478770,Pending,18,50,POL36547956
AGT55045922,Not Renewed,25,82,POL79145337
AGT39696317,Pending,42,66,POL77433567
AGT55622573,Renewed,35,34,POL46414237
AGT95899686,Not Renewed,28,76,POL69716653
AGT17962538,Not Renewed,10,89,POL08643765
AGT31116346,Renewed,7,11,POL50447483
AGT81329944,Not Renewed,4,42,POL98651688
AGT77043154,Pending,18,19,POL20686331
AGT00267537,Pending,24,44,POL02182930
AGT29749580,Renewed,44,88,POL15525439
AGT80454061,Pending,16,63,POL30795826
AGT26440229,Not Renewed,16,71,POL92884987
AGT08466189,Renewed,39,96,POL00668082
AGT65634284,Not Renewed,8,91,POL85503272
AGT91260332,Not Renewed,32,98,POL35164038
AGT72423698,Renewed,45,94,POL46336502
AGT71528454,Pending,22,92,POL17045726
AGT79700512,Pending,25,92,POL64631990
AGT24584484,Pending,19,32,POL65318927
AGT67544382,Pending,46,69,POL04944787
AGT04672639,Renewed,0,27,POL14588316
AGT82689649,Pending,25,39,POL05595265
AGT47669941,Not Renewed,17,50,POL27996809
AGT97256077,Renewed,9,98,POL39168523
AGT92168244,Not Renewed,24,16,POL38746180
AGT14540521,Pending,21,30,POL04530162
AGT15899935,Not Renewed,29,3,POL55512512
AGT22410842,Not Renewed,10,81,POL28660902
AGT59746341,Pending,23,10,POL77763107
AGT88391594,Pending,18,77,POL79091785
AGT74213544,Renewed,39,92,POL91241306
AGT17244102,Pending,24,71,POL52344309
AGT96711828,Not Renewed,35,27,POL71689457
AGT29923662,Not Renewed,32,24,POL63989865
AGT71482280,Pending,4,82,POL95848823
AGT99661961,Pending,19,16,POL89319438
AGT05449454,Pending,12,94,POL56652346
AGT97777065,Pending,2,50,POL75516899
AGT24307571,Not Renewed,32,21,POL76074801
AGT42682931,Not Renewed,18,80,POL88776548
AGT15160807,Pending,5,82,POL86872083
AGT21676942,Pending,0,70,POL76421974
AGT36360357,Renewed,25,10,POL71366878
AGT58593504,Not Renewed,25,3,POL22408747
AGT59610005,Renewed,45,85,POL25050325
AGT88263279,Renewed,49,57,POL39649490
AGT88580482,Renewed,9,66,POL93990309
AGT85617418,Not Renewed,30,36,POL53803304
AGT16791218,Not Renewed,42,70,POL12551742
AGT15846342,Not Renewed,9,1,POL48449977
AGT14450906,Not Renewed,37,69,POL14355041
AGT34212222,Renewed,30,1,POL38268987
AGT94212987,Pending,38,54,POL80201508
AGT78931849,Renewed,17,68,POL67510645
AGT28214394,Not Renewed,15,49,POL03891541
AGT71487420,Renewed,1,79,POL01378372
AGT60120384,Renewed,0,5,POL19957770
AGT52848858,Renewed,47,83,POL21119152
AGT06731956,Renewed,37,38,POL12712372
AGT79793391,Renewed,46,17,POL87324459
AGT04749812,Pending,48,59,POL54520836
AGT09606547,Renewed,6,6,POL65532247
AGT95400743,Pending,39,18,POL48016627
AGT57650197,Pending,32,79,POL26288388
AGT89586081,Pending,37,35,POL93612712
AGT73975840,Renewed,32,12,POL97702874
AGT70596283,Not Renewed,38,82,POL24773335
AGT56190974,Not Renewed,3,7,POL68317236
AGT15522786,Not Renewed,26,72,POL57131187
AGT28584442,Pending,41,97,POL39610160
AGT22547130,Pending,39,41,POL62155198
AGT16581792,Renewed,35,63,POL22111965
AGT99598411,Not Renewed,34,7,POL82259907
AGT97072649,Renewed,48,56,POL94271909
AGT38073315,Pending,41,68,POL93066643
AGT60252882,Pending,10,73,POL44871604
AGT50030178,Pending,47,52,POL57812937
AGT91787543,Renewed,29,38,POL91258845
AGT63390608,Not Renewed,38,85,POL41513621
AGT41434573,Renewed,2,69,POL78779141
AGT04508256,Renewed,27,13,POL13533618
AGT53739039,Not Renewed,34,53,POL64331852
AGT59051381,Pending,36,52,POL97038585
AGT56429254,Not Renewed,45,69,POL96658719
AGT82131140,Renewed,41,81,POL18799743
AGT10478545,Pending,7,29,POL20512215
AGT89360503,Renewed,8,82,POL37593998
AGT08341305,Pending,43,54,POL28107867
AGT46115915,Renewed,4,53,POL73654382
AGT35450443,Renewed,36,72,POL39477201
AGT33201044,Pending,30,74,POL62898897
AGT39868562,Not Renewed,38,86,POL31990750
AGT85623445,Renewed,45,96,POL88770224
AGT38451993,Renewed,34,9,POL80243526
AGT85095072,Not Renewed,45,50,POL09953966
AGT88235541,Not Renewed,35,45,POL46136087
AGT46646534,Not Renewed,35,2,POL56975228
AGT44761865,Pending,18,9,POL00517693
AGT02174065,Renewed,32,23,POL28363275
AGT87051437,Renewed,21,3,POL00148188
AGT54866728,Renewed,2,57,POL36786547
AGT34955427,Renewed,2,28,POL62149179
AGT50818134,Not Renewed,48,67,POL82496704
AGT25955997,Renewed,35,28,POL67171519
AGT76227421,Renewed,29,29,POL09725206
AGT03453551,Not Renewed,18,22,POL60240212
